Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Dissolved Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Total Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Total Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Pheophytin a,0,1.81,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Dissolved Potassium,9/7/7440,1.1,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Dissolved Sodium,7440-23-5,9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Total Dissolved Solids,0,62,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Total Suspended Solids,0,18,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Total Suspended Solids,0,18,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Volatile Suspended Solids,0,2,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Volatile Suspended Solids,0,2,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0619B0595,6/25/2019 12:05,Dissolved Sulfate,14808-79-8,8,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Total Alkalinity,471-34-1,76,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Boron,7440-42-8,0.16,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Bromide,24959-67-9,0.18,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Calcium,7440-70-2,24.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Chloride,16887-00-6,61.2,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Chlorophyll a,479-61-8,63.2,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Specific Conductance,0,454,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Hardness,0,113,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Magnesium,7439-95-4,12.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Nitrate,14797-55-8,2.5,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Organic Carbon,7440-44-0,2.8,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Total Organic Carbon,7440-44-0,3.1,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Pheophytin a,0,20.3,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Potassium,9/7/7440,2.31,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Sodium,7440-23-5,51.1,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Total Dissolved Solids,0,256,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Total Suspended Solids,0,27,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Volatile Suspended Solids,0,7,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0719B0666,7/9/2019 10:03,Dissolved Sulfate,14808-79-8,48.6,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Total Alkalinity,471-34-1,75,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Boron,7440-42-8,0.129,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Bromide,24959-67-9,0.17,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Calcium,7440-70-2,21.8,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Chloride,16887-00-6,49,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Chlorophyll a,479-61-8,39.1,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Specific Conductance,0,398,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Hardness,0,99,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Magnesium,7439-95-4,10.8,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Nitrate,14797-55-8,3.13,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Organic Carbon,7440-44-0,2.5,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate; Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Total Organic Carbon,7440-44-0,2.7,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate; Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Pheophytin a,0,26.8,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Potassium,9/7/7440,2.27,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Sodium,7440-23-5,43.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Total Dissolved Solids,0,221,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Total Suspended Solids,0,27,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Total Suspended Solids,0,27,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Volatile Suspended Solids,0,6,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Volatile Suspended Solids,0,6,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0819B0753,8/6/2019 10:47,Dissolved Sulfate,14808-79-8,40.1,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Total Alkalinity,471-34-1,46,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Bromide,24959-67-9,0.08,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Bromide,24959-67-9,0.08,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Calcium,7440-70-2,12.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Chloride,16887-00-6,25.7,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Chloride,16887-00-6,25.7,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Chlorophyll a,479-61-8,1.95,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Specific Conductance,0,237,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Hardness,0,58,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Magnesium,7439-95-4,6.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Nitrate,14797-55-8,3.71,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Nitrate,14797-55-8,3.71,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Organic Carbon,7440-44-0,2.4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Total Organic Carbon,7440-44-0,2.4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Pheophytin a,0,1.04,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Potassium,9/7/7440,1.66,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Sodium,7440-23-5,23.9,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Total Dissolved Solids,0,135,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Total Suspended Solids,0,10,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Volatile Suspended Solids,0,1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Sulfate,14808-79-8,22.9,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0865,9/4/2019 10:05,Dissolved Sulfate,14808-79-8,22.9,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Total Alkalinity,471-34-1,42,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Bromide,24959-67-9,0.05,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Calcium,7440-70-2,10,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Chloride,16887-00-6,16.9,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Chlorophyll a,479-61-8,1.88,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Specific Conductance,0,183,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Hardness,0,43,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Magnesium,7439-95-4,4.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Nitrate,14797-55-8,4.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Organic Carbon,7440-44-0,2.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Total Organic Carbon,7440-44-0,2.3,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Pheophytin a,0,1.23,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Potassium,9/7/7440,1.76,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Sodium,7440-23-5,15.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Total Dissolved Solids,0,104,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Total Suspended Solids,0,6,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Total Suspended Solids,0,6,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0919B0945,9/25/2019 10:35,Dissolved Sulfate,14808-79-8,15.8,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Total Alkalinity,471-34-1,75,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Boron,7440-42-8,0.166,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Bromide,24959-67-9,0.16,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Calcium,7440-70-2,21.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Chloride,16887-00-6,51,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Chlorophyll a,479-61-8,0.98,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Specific Conductance,0,418,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Hardness,0,96,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Magnesium,7439-95-4,10.3,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Nitrate,14797-55-8,6.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Total Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Potassium,9/7/7440,2.35,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Sodium,7440-23-5,43.2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Total Dissolved Solids,0,242,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Total Suspended Solids,0,3,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Total Suspended Solids,0,3,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Volatile Suspended Solids,0,<1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF1119B1081,11/6/2019 12:44,Dissolved Sulfate,14808-79-8,42,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Total Alkalinity,471-34-1,68,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Dissolved Boron,7440-42-8,0.158,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Dissolved Bromide,24959-67-9,0.14,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Dissolved Calcium,7440-70-2,18.4,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Dissolved Chloride,16887-00-6,42,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Chlorophyll a,479-61-8,1.06,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1219B1141,12/4/2019 11:35,Specific Conductance,0,368,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
